trade_date,strategy_gross_ret,benchmark_ret,turnover,cost,is_rebalance,strategy_ret,strategy_nav,benchmark_nav,excess_nav,drawdown
2020-01-02,-0.0037413347480013447,-0.00045098223619199576,0.5000000000000001,0.0007500000000000002,True,-0.0044913347480013445,0.9955086652519987,0.999549017763808,0.9959578245388622,0.0
2020-01-03,-0.003257262419397155,-0.004003331644180007,0.0,0.0,False,-0.003257262419397155,0.9922660322884891,0.9955474915510851,0.9967038646669849,-0.0032572624193971667
2020-01-06,0.010761916379829761,0.008005332831279209,0.0,0.0,False,0.010761916379829761,1.0029447163545233,1.0035171805702967,0.9994295421873614,0.0
2020-01-07,-0.01714218186201421,-0.011321919976776298,0.0,0.0,False,-0.01714218186201421,0.9857520556292279,0.9921554393565596,0.9935459873792715,-0.017142181862014216
2020-01-08,0.017814033054895706,0.014685794320537387,0.0,0.0,False,0.017814033054895706,1.0033122753321384,1.0067260300729524,0.9966090528715478,0.0
2020-01-09,0.0016673204931464498,0.002159585961287724,0.0,0.0,False,0.0016673204931464498,1.004985118449825,1.0089001414743608,0.9961195138511781,0.0
2020-01-10,0.00940100687548144,0.00825187707540251,0.0,0.0,False,0.00940100687548144,1.0144329904581284,1.0172254614231635,0.9972548160944298,0.0
2020-01-13,-0.003197588534336164,-0.005169765755637343,0.0,0.0,False,-0.003197588534336164,1.011189251158987,1.0119666440669357,0.9992317998695842,-0.003197588534336271
2020-01-14,-0.005631323462282831,-0.00449787942615135,0.0,0.0,False,-0.005631323462282831,1.0054949174041272,1.0074149401186356,0.9980941093505301,-0.008810905341282926
2020-01-15,-0.008316184133766991,-0.00423296982925355,0.0,0.0,False,-0.008316184133766991,0.9971330365254276,1.0031505830715741,0.9940013526905191,-0.01705381636384673
2020-01-16,-0.0030830568277235093,-0.0006485523850769541,0.0,0.0,False,-0.0030830568277235093,0.9940588187090192,1.0024999873683316,0.9915798815305013,-0.02008429530659095
2020-01-17,0.00329668995153255,0.004507711536370261,0.0,0.0,False,0.00329668995153255,0.9973359224278896,1.0070189681266029,0.9903844455713411,-0.016853817049579223
2020-01-20,-0.014090399346431916,-0.018700158835873913,0.0,0.0,False,-0.014090399346431916,0.9832830609983385,0.9881875534718975,0.995036880948027,-0.030706739383270953
2020-01-21,0.0028215972846620152,0.003960501174500676,0.0,0.0,False,0.0028215972846620152,0.9860574898133054,0.9921012714380499,0.9939081001116106,-0.02797178415107371
2020-01-22,-0.03378123001835302,-0.03519137994582502,0.0,0.0,False,-0.03378123001835302,0.9527472549386025,0.9571878586501374,0.9953607814062777,-0.06080809289499545
2020-01-23,-0.08577453261459167,-0.090955697729848,0.0,0.0,False,-0.08577453261459167,0.8710258044464086,0.870126169108075,1.00103391366709,-0.14136683976233422
2020-02-03,0.01419683932325166,0.016971565588543017,0.0,0.0,False,0.01419683932325166,0.8833916178385404,0.8848935724574004,0.9983026720211233,-0.1291769627488243
2020-02-04,0.01908324989648415,0.015252910180835733,0.0,0.0,False,0.01908324989648415,0.9002496008382126,0.8983907746376919,1.0020690619861612,-0.1125588291133448
2020-02-05,0.02474330650541117,0.021598836779577066,0.0,0.0,False,0.02474330650541117,0.9225247526431266,0.9177949703433691,1.0051534192849063,-0.09060060021657523
2020-02-06,0.001690051540220445,0.0001117839999525153,0.0,0.0,False,0.001690051540220445,0.9240838670222227,0.9178975651362904,1.006739642985123,-0.08906366836029567
2020-02-07,0.007819830007287556,0.014201156806900251,0.55,0.0008250000000000001,True,0.006994830007287556,0.93054767658452,0.9309327723914628,0.9995863333869388,-0.08269182357301386
2020-02-10,0.012238105079865912,0.009291457963435779,0.0,0.0,False,0.012238105079865912,0.9419358168323864,0.9395824951129228,1.002504646193074,-0.07146570971928035
2020-02-11,0.00355599942520123,0.005587210644678242,0.0,0.0,False,0.00355599942520123,0.9452853400556188,0.944832140431171,1.000479661524047,-0.06816384231676242
2020-02-12,-0.009284034491197945,-0.0035997138692453697,0.0,0.0,False,-0.009284034491197945,0.9365092783545187,0.9414310150711521,0.9947720686509766,-0.07681504134483896
2020-02-13,0.01855246190960609,0.010685481004263742,0.0,0.0,False,0.01855246190960609,0.9538838310691835,0.9514906582995197,1.0025151826229601,-0.059687687563867886
2020-02-14,0.023220630393152183,0.024638536532901,0.0,0.0,False,0.023220630393152183,0.976033614948445,0.9749339956447464,1.0011278910250447,-0.03785304290265823
2020-02-17,-0.009568712774630925,-0.0020307138870447957,0.0,0.0,False,-0.009568712774630925,0.9666942296286186,0.9729541836408385,0.9935660341283544,-0.04705955078210777
2020-02-18,-0.0007643717713983996,-0.002353231218508215,0.0,0.0,False,-0.0007643717713983996,0.9659553158479167,0.9706645974817167,0.9951483945679921,-0.04778795156131377
2020-02-19,0.02267563940226808,0.02574178849457362,0.0,0.0,False,0.02267563940226808,0.987858970268788,0.9956512402492615,0.9921736953006529,-0.026195934516423103
2020-02-20,-0.004639478362398335,0.0018137457978137479,0.0,0.0,False,-0.004639478362398335,0.9832758199511249,0.9974570985023518,0.9857825679194427,-0.030713877407449686
2020-02-21,-0.0078868207965748,0.0006030447740888956,0.0,0.0,False,-0.0078868207965748,0.9755208997655652,0.9980586097929813,0.9774184503732792,-0.03835846335694393
2020-02-24,-0.004330808501676925,0.0014031804837689216,0.0,0.0,False,-0.004330808501676925,0.971296105559297,0.9994590661559003,0.9718217968596522,-0.042523148699403324
2020-02-25,0.0031224540157452803,-0.0066796243763979505,0.0,0.0,False,0.0031224540157452803,0.9743289329845785,0.9927830550143935,0.9814117274296674,-0.03953347126007656
2020-02-26,0.00020537474375320537,0.0031010627342576915,0.0,0.0,False,0.00020537474375320537,0.9745290355395214,0.995861737549501,0.9785786508250909,-0.03933621569285317
2020-02-27,-0.031301592117247826,-0.0375387070849528,0.0,0.0,False,-0.031301592117247826,0.9440247251626485,0.9584783754865182,0.9849202123975587,-0.0694065216310471
2020-02-28,0.03674344440244789,0.040361276103954194,0.0,0.0,False,0.03674344440244789,0.9787114451661985,0.9971637858391991,0.9814951756822262,-0.03521331189731691
2020-03-02,0.007831245453253725,0.006134544650010798,0.0,0.0,False,0.007831245453253725,0.9863759747212035,1.0032809316068034,0.9831503257432335,-0.02765783053275317
2020-03-03,0.013772596209321765,0.011885715301753492,0.0,0.0,False,0.013772596209321765,0.9999609327316149,1.01520564312756,0.984983623269685,-0.014266154455384705
2020-03-04,0.02180171466745714,0.02091703845571693,0.0,0.0,False,0.02180171466745714,1.021761795665634,1.03644073860532,0.9858371613610647,0.0
