trade_date,factor,spearman_ic,rolling_rank_ic,window
2023-03-21,factor_size,-0.05273220683521228,-0.04399591632694742,60
2023-03-22,factor_size,-0.0432342420953027,-0.03982815445319994,60
2023-03-23,factor_size,-0.03096089804827669,-0.03516266865180107,60
2023-03-24,factor_size,-0.041260639032464345,-0.03240699220525023,60
2023-03-27,factor_size,-0.14240779600293,-0.03272388608436374,60
2023-03-28,factor_size,-0.12415579615488295,-0.03187077773504437,60
2023-03-29,factor_size,-0.11786474240038813,-0.03334898477050785,60
2023-03-30,factor_size,-0.1298260764773355,-0.03476648405366102,60
2023-03-31,factor_size,-0.02534846433833011,-0.03513036711837184,60
2023-04-03,factor_size,-0.08474158151062185,-0.03821514982231866,60
2023-04-04,factor_size,-0.0518687554952205,-0.03979917186389883,60
2023-04-06,factor_size,-0.043480942478157494,-0.04268762217982371,60
2023-04-07,factor_size,0.0603182436079972,-0.0440187763289777,60
2023-04-10,factor_size,0.07055630949647117,-0.04428706299533229,60
2023-04-11,factor_size,0.03651165666250956,-0.04462216434871005,60
2023-04-12,factor_size,-0.02423831261548354,-0.04836378682200777,60
2023-04-13,factor_size,-0.07178981141074514,-0.052071487992662945,60
2023-04-14,factor_size,-0.09214259299626568,-0.0549856362651352,60
2023-04-17,factor_size,-0.07604539301499035,-0.058838273910717574,60
2023-04-18,factor_size,-0.06081164437370679,-0.06373733234690902,60
2023-04-19,factor_size,-0.10725299144612183,-0.06933948687423666,60
2023-04-20,factor_size,-0.03756013328964243,-0.07371122324207599,60
2023-04-21,factor_size,-0.0019119279671246556,-0.0780111369416363,60
2023-04-24,factor_size,-0.03780683367249723,-0.08266760666802055,60
2023-04-25,factor_size,-0.004810657465668489,-0.08644931795353217,60
2023-04-26,factor_size,-0.015110398449856151,-0.0880600658699216,60
2023-04-27,factor_size,-0.05563093633375611,-0.08803539583163612,60
2023-04-28,factor_size,-0.06223017157512187,-0.08903556030045993,60
2023-05-04,factor_size,-0.08264462825635609,-0.09023616883035326,60
2023-05-05,factor_size,-0.054089058940913655,-0.09043764080968468,60
2023-05-08,factor_size,-0.07875909722639307,-0.09155807171515021,60
2023-05-09,factor_size,-0.14980880748857386,-0.09403124305326951,60
2023-05-10,factor_size,-0.21672628633793678,-0.09754775142721224,60
2023-05-11,factor_size,-0.29567040885147094,-0.10300599739787454,60
2023-05-12,factor_size,-0.2549031705847162,-0.10768919299906807,60
2023-05-15,factor_size,-0.35173307085522293,-0.11235796094322888,60
2023-05-16,factor_size,-0.3815221420849394,-0.11858406185552677,60
2023-05-17,factor_size,-0.369310473133627,-0.12423864021421102,60
2023-05-18,factor_size,-0.3886764531877284,-0.1296043735413028,60
2023-05-19,factor_size,-0.41569014511032837,-0.13674430031821122,60
2023-05-22,factor_size,-0.3087455291427751,-0.1393428776842817,60
2023-05-23,factor_size,-0.2702069264553115,-0.13980352393450396,60
2023-05-24,factor_size,-0.2946836073200518,-0.14052306671783044,60
2023-05-25,factor_size,-0.2724805728631203,-0.1414419139402485,60
2023-05-26,factor_size,-0.18176211190682565,-0.1418202812746018,60
2023-05-29,factor_size,-0.1298260764773355,-0.1418829842885774,60
2023-05-30,factor_size,-0.10885654393467797,-0.14176374577019757,60
2023-05-31,factor_size,-0.09214259299626568,-0.1411809161157031,60
2023-06-01,factor_size,-0.19674355532669843,-0.14172262903972174,60
2023-06-02,factor_size,-0.0987418282376314,-0.1401950446508513,60
2023-06-05,factor_size,-0.05729616391802597,-0.13699102342852468,60
2023-06-06,factor_size,-0.003145429881398627,-0.13358039063555713,60
2023-06-07,factor_size,0.00922357282181765,-0.12854508059612094,60
2023-06-08,factor_size,-0.025957769227115384,-0.12395735729214447,60
2023-06-09,factor_size,-0.04361288631903414,-0.12013467250364787,60
2023-06-12,factor_size,0.0602147705371559,-0.11535040962744555,60
2023-06-13,factor_size,0.0034257856323108384,-0.11206153818484257,60
2023-06-14,factor_size,0.08571334457989116,-0.10874572451300521,60
2023-06-15,factor_size,0.13215626881568351,-0.10568994787537098,60
2023-06-16,factor_size,0.1861782730175083,-0.10024435093955386,60
2023-06-19,factor_size,0.15363837014627685,-0.09680484132319571,60
2023-06-20,factor_size,0.29369523747772536,-0.09118934999697857,60
2023-06-21,factor_size,0.3389663260424874,-0.08502389626213251,60
2023-06-26,factor_size,0.3074503521327874,-0.07921204640937832,60
2023-06-27,factor_size,0.06223017157512187,-0.07580141361641078,60
2023-06-28,factor_size,0.1079930925946862,-0.07193226547058464,60
2023-06-29,factor_size,0.11878623434458346,-0.06798808252483511,60
2023-06-30,factor_size,0.06568397693508898,-0.06472958163462803,60
2023-07-03,factor_size,0.08899716311486704,-0.06282382117707473,60
2023-07-04,factor_size,0.19261132391388067,-0.05820127275333304,60
2023-07-05,factor_size,0.16319230325844644,-0.05461692177410526,60
2023-07-06,factor_size,0.15745651935707244,-0.05126796407685142,60
2023-07-07,factor_size,0.081842852012078,-0.05090922060345007,60
2023-07-10,factor_size,0.18545701281109161,-0.048994208881539734,60
2023-07-11,factor_size,0.26057727939037645,-0.045259781836075284,60
2023-07-12,factor_size,0.20167756298379436,-0.041494517242753985,60
2023-07-13,factor_size,0.28173183722017514,-0.03560248976557198,60
2023-07-14,factor_size,0.2756876778402326,-0.029471985251630344,60
2023-07-17,factor_size,0.3168866417769833,-0.02292311800509745,60
2023-07-18,factor_size,0.2671765146317422,-0.017456648688339967,60
2023-07-19,factor_size,0.24534353074909293,-0.011580039985086386,60
2023-07-20,factor_size,0.28820772227011343,-0.006150575725757123,60
2023-07-21,factor_size,0.3521031214295052,-0.0002503249024799583,60
2023-07-24,factor_size,0.355001850928049,0.006296486507529145,60
2023-07-25,factor_size,0.47502158718690646,0.014293690585072061,60
2023-07-26,factor_size,0.39348711065339687,0.02110364907012628,60
2023-07-27,factor_size,0.2765511291802244,0.02664001682869262,60
2023-07-28,factor_size,0.2468854081419354,0.031791943157310244,60
2023-07-31,factor_size,0.250647588980471,0.03734681344459069,60
2023-08-01,factor_size,0.05217713097378899,0.03911791660983574,60
2023-08-02,factor_size,-0.03348957697253833,0.03987240861406665,60
2023-08-03,factor_size,-0.0736400642821561,0.04114188766750695,60
2023-08-04,factor_size,-0.06192179609655338,0.04372196250486334,60
2023-08-07,factor_size,-0.17096336531837245,0.04580041323041498,60
2023-08-08,factor_size,-0.23004810701209566,0.04621466428995866,60
2023-08-09,factor_size,-0.17651412393260532,0.049134980072002274,60
2023-08-10,factor_size,-0.10460096233043278,0.05375033306791072,60
2023-08-11,factor_size,-0.17953620362257658,0.05691323755976156,60
2023-08-14,factor_size,-0.16134205038703547,0.06070214427310645,60
2023-08-15,factor_size,-0.13167632934874646,0.06543570786913282,60
2023-08-16,factor_size,-0.07388676466501089,0.06935002061042889,60
2023-08-17,factor_size,-0.04940175166667256,0.0730301068569062,60
2023-08-18,factor_size,0.00690761071993424,0.07805662715757263,60
2023-08-21,factor_size,-0.05285718693727505,0.08171701692300339,60
2023-08-22,factor_size,-0.018995929479819162,0.08442978663012017,60
2023-08-23,factor_size,-0.07438016543072047,0.08535388514756373,60
2023-08-24,factor_size,0.14616997684146563,0.08960432716049946,60
2023-08-25,factor_size,-0.0012951770099876702,0.09111845076027077,60
2023-08-28,factor_size,-0.1433329224386355,0.09200862797507181,60
2023-08-29,factor_size,-0.10133218225760676,0.09196545540807223,60
2023-08-30,factor_size,-0.03706673252393285,0.09230261259797379,60
2023-08-31,factor_size,0.04971166006002765,0.09318356409699756,60
2023-09-01,factor_size,-0.09726162594050265,0.09140881078429222,60
2023-09-04,factor_size,-0.08387813017063006,0.09044347143523362,60
2023-09-05,factor_size,-0.1956950786995656,0.08790876822889145,60
2023-09-06,factor_size,-0.17996792929257244,0.0839057232317293,60
2023-09-07,factor_size,-0.161650425865604,0.0811544530400974,60
2023-09-08,factor_size,-0.14919205653143686,0.07723936302157526,60
2023-09-11,factor_size,-0.12809917379735195,0.07290177231135801,60
2023-09-12,factor_size,-0.1459849515543245,0.06736571856849412,60
2023-09-13,factor_size,-0.10059208110904239,0.06312854438090547,60
2023-09-14,factor_size,-0.050450228293805424,0.05739278661804662,60
2023-09-15,factor_size,-0.22640927636498748,0.04796985991125537,60
2023-09-18,factor_size,-0.16572098218270806,0.040083671005997114,60
2023-09-19,factor_size,-0.108239792977541,0.0372425049301194,60
2023-09-20,factor_size,-0.005735783901373967,0.03534702365518507,60
2023-09-21,factor_size,-0.005304058231378078,0.03327885211225237,60
2023-09-22,factor_size,0.03669668194965065,0.03279573052916174,60
2023-09-25,factor_size,0.10632786501041633,0.03308457556075422,60
2023-09-26,factor_size,0.04971012714524105,0.03070288894794356,60
2023-09-27,factor_size,0.05896139150229583,0.028965707085341054,60
2023-09-28,factor_size,-0.030529172378280792,0.025832612223085163,60
2023-10-09,factor_size,0.0029604045942575315,0.02451790476612149,60
2023-10-10,factor_size,-0.030160051823019257,0.020924287022219646,60
2023-10-11,factor_size,0.03817688424677942,0.01721761376982636,60
2023-10-12,factor_size,0.05119032944236982,0.014709493210802617,60
2023-10-13,factor_size,0.08899716311486704,0.011497248642380815,60
2023-10-16,factor_size,0.155297891007093,0.009490752195161822,60
2023-10-17,factor_size,0.07265326275073691,0.005420195878057715,60
2023-10-18,factor_size,0.12489206882023961,0.0030487884478660058,60
2023-10-19,factor_size,0.015788824502706834,-0.0007771233229070956,60
2023-10-20,factor_size,-0.019180954766960256,-0.005900267940191657,60
2023-10-23,factor_size,0.14357962282149028,-0.009375659583658573,60
2023-10-24,factor_size,0.08998396464628622,-0.013792624355021285,60
2023-10-25,factor_size,0.03638830647108216,-0.021103179033618354,60
2023-10-26,factor_size,-0.0521154558780753,-0.028529888475809558,60
2023-10-27,factor_size,-0.11015172094466566,-0.03497493597789106,60
