market_state,strategy_avg_return,benchmark_avg_return,capture_ratio,sample_days
up_market,0.0003857059277394605,0.008791885294118427,0.04387067333527305,481
down_market,8.886676220633052e-05,-0.008912102577764857,-0.00997146985583936,488
