trade_date,rolling_beta,window
2022-08-19,-0.12662722791768544,60
2022-08-22,-0.1262361167937038,60
2022-08-23,-0.11759019883322296,60
2022-08-24,-0.13801473324242608,60
2022-08-25,-0.14130358115596617,60
2022-08-26,-0.1417920292926542,60
2022-08-29,-0.14480154987090205,60
2022-08-30,-0.14802168610345015,60
2022-08-31,-0.13297970364901682,60
2022-09-01,-0.09896773818590239,60
2022-09-02,-0.10151184766060975,60
2022-09-05,-0.07534445750077173,60
2022-09-06,-0.11256087596111489,60
2022-09-07,-0.1119866136335861,60
2022-09-08,-0.11723414721662373,60
2022-09-09,-0.13194886882000575,60
2022-09-13,-0.1347367382308248,60
2022-09-14,-0.12096707562006329,60
2022-09-15,-0.0411098798694819,60
2022-09-16,-0.02966958763888526,60
2022-09-19,-0.06704641913681478,60
2022-09-20,-0.09485172029876242,60
2022-09-21,-0.08180177399677402,60
2022-09-22,-0.033998155168018296,60
2022-09-23,-0.03389362123159825,60
2022-09-26,-0.042270132339789976,60
2022-09-27,-0.10829773055957594,60
2022-09-28,-0.07534346691406173,60
2022-09-29,-0.06483189295084112,60
2022-09-30,-0.04946089529283895,60
2022-10-10,-0.0582303914029546,60
2022-10-11,-0.013562073361400648,60
2022-10-12,-0.003112549485785937,60
2022-10-13,-0.016583834301049555,60
2022-10-14,0.01678227858551666,60
2022-10-17,0.07067868751492618,60
2022-10-18,0.058066795358959096,60
2022-10-19,0.05976555809296742,60
2022-10-20,0.06513383814299872,60
2022-10-21,0.0665103080855104,60
2022-10-24,0.0653963518512134,60
2022-10-25,0.07255568313421921,60
2022-10-26,0.0894854177798438,60
2022-10-27,0.11106957724257294,60
2022-10-28,0.13114307186692795,60
2022-10-31,0.10645439433551009,60
2022-11-01,0.14533227505435659,60
2022-11-02,0.12290678300692881,60
2022-11-03,0.11242421184316617,60
2022-11-04,0.10642427197751181,60
2022-11-07,0.10386359999413484,60
2022-11-08,0.10117366844953475,60
2022-11-09,0.09739600218276363,60
2022-11-10,0.10847616392699327,60
2022-11-11,0.09443034078672699,60
2022-11-14,0.09992151924011816,60
2022-11-15,0.08327757866229465,60
2022-11-16,0.08244724548528697,60
2022-11-17,0.09806786860592534,60
2022-11-18,0.09785305763600922,60
2022-11-21,0.10077446031136153,60
2022-11-22,0.0984853643015251,60
2022-11-23,0.09270242329485436,60
2022-11-24,0.11301389157818485,60
2022-11-25,0.10946513444952356,60
2022-11-28,0.08384424244108805,60
2022-11-29,0.08189630371524098,60
2022-11-30,0.08293059512642903,60
2022-12-01,0.07696821254580742,60
2022-12-02,0.05706865007719626,60
2022-12-05,0.0508458402424928,60
2022-12-06,0.05053513071078995,60
2022-12-07,0.05763967440271239,60
2022-12-08,0.05807022103349875,60
2022-12-09,0.048864611308232865,60
2022-12-12,0.05034659834023488,60
2022-12-13,0.05347339012673978,60
2022-12-14,0.044934390890167604,60
2022-12-15,0.013125467802300797,60
2022-12-16,-0.0020748951677936143,60
2022-12-19,0.01275161156581614,60
2022-12-20,0.016569313094015253,60
2022-12-21,0.00901481950030744,60
2022-12-22,0.004334029659420001,60
2022-12-23,-0.003219678337056024,60
2022-12-26,0.008974610866976707,60
2022-12-27,0.02715897606191856,60
2022-12-28,0.00862227611317144,60
2022-12-29,0.0075626699174342815,60
2022-12-30,-0.0018636370187177526,60
2023-01-03,0.0007436372017207839,60
2023-01-04,-0.0006115335873899486,60
2023-01-05,-0.006393729543421814,60
2023-01-06,0.007563310613454093,60
2023-01-09,-0.004943571770608377,60
2023-01-10,-0.0050060176219812545,60
2023-01-11,-0.009419174666267403,60
2023-01-12,-0.010479893557509588,60
2023-01-13,0.00139377698653144,60
2023-01-16,-0.014781706509913336,60
2023-01-17,-0.035253652228036,60
2023-01-18,-0.028606096869431673,60
2023-01-19,-0.028347797180627538,60
2023-01-20,-0.06677857295959594,60
2023-01-30,-0.11968236101458393,60
2023-01-31,-0.10369778283018763,60
2023-02-01,-0.15180557353134613,60
2023-02-02,-0.13553169107330765,60
2023-02-03,-0.07328329664924407,60
2023-02-06,-0.1261517301002946,60
2023-02-07,-0.12631515345228347,60
2023-02-08,-0.1337506900003286,60
2023-02-09,-0.130520147673519,60
2023-02-10,-0.10123507863533793,60
2023-02-13,-0.1405394970948484,60
2023-02-14,-0.13889104674915315,60
2023-02-15,-0.10285969277971863,60
2023-02-16,-0.0951465921154174,60
2023-02-17,-0.17624458885158056,60
2023-02-20,-0.13636772276773684,60
2023-02-21,-0.14322467825712273,60
2023-02-22,-0.14116638311783425,60
2023-02-23,-0.13720450545596352,60
2023-02-24,-0.10366803857431697,60
2023-02-27,-0.1007183244749822,60
2023-02-28,-0.0446541408803375,60
2023-03-01,-0.06798396109492942,60
2023-03-02,-0.07018475349864428,60
2023-03-03,-0.06266044623432274,60
2023-03-06,0.007444327538084665,60
2023-03-07,0.024968893158332683,60
2023-03-08,0.03013224137553787,60
2023-03-09,0.038636478873131215,60
2023-03-10,0.01592953625033303,60
2023-03-13,0.02231492901581872,60
2023-03-14,0.019365382881671327,60
2023-03-15,0.019521403027112336,60
2023-03-16,0.027532294583116092,60
2023-03-17,0.015876589380006377,60
2023-03-20,0.0062296188839276855,60
2023-03-21,-0.029489652403960075,60
2023-03-22,-0.04405978939779202,60
2023-03-23,-0.04905165845195207,60
2023-03-24,-0.04219597999268207,60
2023-03-27,-0.04104634215256789,60
2023-03-28,-0.04857526723474042,60
2023-03-29,-0.031460719676277185,60
2023-03-30,-0.03928680704219342,60
2023-03-31,-0.03256155013248978,60
2023-04-03,-0.03238309193375972,60
2023-04-04,-0.044038396433584634,60
2023-04-06,-0.048715354496013274,60
2023-04-07,-0.058280299244056234,60
2023-04-10,-0.06458894480210338,60
2023-04-11,-0.05460900858056195,60
2023-04-12,-0.05322758597255158,60
2023-04-13,-0.04839699208672844,60
2023-04-14,-0.033025900677408425,60
2023-04-17,-0.06842945802018263,60
2023-04-18,-0.07998920666407171,60
2023-04-19,-0.07470823199319558,60
2023-04-20,-0.06109659489682168,60
2023-04-21,0.008449495602020532,60
2023-04-24,0.022303225695504577,60
2023-04-25,0.026069507029868665,60
2023-04-26,0.060203175800869986,60
2023-04-27,0.0963650645761537,60
2023-04-28,0.12519206971501984,60
2023-05-04,0.10625438178477974,60
2023-05-05,0.12948677749124227,60
2023-05-08,0.12209383260156581,60
2023-05-09,0.13988170501221142,60
