ts_code,trade_date,turnover_rate,pe,pb,total_mv,circ_mv
000333.SZ,20210413,0.3107319252644491,,,1.985,1.985
000333.SZ,20210414,0.3064613959821969,,,1.985,1.985
000333.SZ,20210415,0.25374944515348413,,,1.985,1.985
000333.SZ,20210416,0.22324090404830144,,,1.985,1.985
000333.SZ,20210419,0.3892268480894378,,,1.985,1.985
000333.SZ,20210420,0.33677639534292664,,,1.985,1.985
000333.SZ,20210421,0.3664086749637353,,,1.985,1.985
000333.SZ,20210422,0.3359544611105842,,,1.985,1.985
000333.SZ,20210423,0.6566042298696032,,,1.985,1.985
000333.SZ,20210426,0.6080422265508958,,,1.985,1.985
000333.SZ,20210427,0.27636430199300266,,,1.985,1.985
000333.SZ,20210428,0.2604009917105167,,,1.985,1.985
000333.SZ,20210429,0.4333001978696525,,,1.985,1.985
000333.SZ,20210430,0.8463388196944523,,,1.985,1.985
000333.SZ,20210506,0.7137770167059561,,,1.985,1.985
000333.SZ,20210507,0.6354987450495475,,,1.985,1.985
000333.SZ,20210510,0.7984729524096679,,,1.985,1.985
000333.SZ,20210511,0.3972233048338242,,,1.985,1.985
000333.SZ,20210512,0.39733333031910106,,,1.985,1.985
000333.SZ,20210513,0.4788566344328985,,,1.985,1.985
000333.SZ,20210514,0.4429664838994883,,,1.985,1.985
000333.SZ,20210517,0.6075922361379981,,,1.985,1.985
000333.SZ,20210518,0.3902775155506941,,,1.985,1.985
000333.SZ,20210519,0.32705760705464243,,,1.985,1.985
000333.SZ,20210520,1.0686189725573365,,,1.985,1.985
000333.SZ,20210521,0.7298569558157278,,,1.985,1.985
000333.SZ,20210524,0.5233868301172917,,,1.985,1.985
000333.SZ,20210525,0.60668415893908,,,1.985,1.985
000333.SZ,20210526,0.5237246669230281,,,1.985,1.985
000333.SZ,20210527,0.43038929643293267,,,1.985,1.985
000333.SZ,20210528,0.5630106826323172,,,1.985,1.985
000333.SZ,20210531,0.7614313054621253,,,1.985,1.985
000333.SZ,20210601,0.6879256925953379,,,1.985,1.985
000333.SZ,20210602,0.4982414071983043,,,1.985,1.985
000333.SZ,20210603,0.6055550134952761,,,1.985,1.985
000333.SZ,20210604,0.41134962649108087,,,1.985,1.985
000333.SZ,20210607,0.40293412661285494,,,1.985,1.985
000333.SZ,20210608,0.46632016101486307,,,1.985,1.985
000333.SZ,20210609,0.36530377620659477,,,1.985,1.985
000333.SZ,20210610,0.4661198964616536,,,1.985,1.985
000333.SZ,20210611,0.6760453361113129,,,1.985,1.985
000333.SZ,20210615,0.6479792783940233,,,1.985,1.985
000333.SZ,20210616,0.6535036649570706,,,1.985,1.985
000333.SZ,20210617,0.4349296477737956,,,1.985,1.985
000333.SZ,20210618,0.5640157154006582,,,1.985,1.985
000333.SZ,20210621,0.6936328484621018,,,1.985,1.985
000333.SZ,20210622,0.5962181942990142,,,1.985,1.985
000333.SZ,20210623,0.6306565621316218,,,1.985,1.985
000333.SZ,20210624,0.4170461238490501,,,1.985,1.985
000333.SZ,20210625,0.5992911531617333,,,1.985,1.985
000333.SZ,20210628,0.44573749964252074,,,1.985,1.985
000333.SZ,20210629,0.5081335369250728,,,1.985,1.985
000333.SZ,20210630,0.41299654823458065,,,1.985,1.985
000333.SZ,20210701,0.64817306252856,,,1.985,1.985
000333.SZ,20210702,0.5854005459074461,,,1.985,1.985
000333.SZ,20210705,1.1336927785555715,,,1.985,1.985
000333.SZ,20210706,0.5962207996301953,,,1.985,1.985
000333.SZ,20210707,0.8124154249210196,,,1.985,1.985
000333.SZ,20210708,0.52230923219551,,,1.985,1.985
000333.SZ,20210709,0.42217661447984045,,,1.985,1.985
000333.SZ,20210712,0.5879083123361618,,,1.985,1.985
000333.SZ,20210713,0.6882885232794574,,,1.985,1.985
000333.SZ,20210714,0.48453239661206204,,,1.985,1.985
000333.SZ,20210715,0.4636187461550879,,,1.985,1.985
000333.SZ,20210716,0.6635481148997864,,,1.985,1.985
000333.SZ,20210719,0.4438246989542404,,,1.985,1.985
000333.SZ,20210720,0.33509444152226103,,,1.985,1.985
000333.SZ,20210721,0.7475115846694328,,,1.985,1.985
000333.SZ,20210722,0.6222232587831638,,,1.985,1.985
000333.SZ,20210723,0.6159490035754337,,,1.985,1.985
000333.SZ,20210726,0.8272302017282749,,,1.985,1.985
000333.SZ,20210727,0.8977029099293043,,,1.985,1.985
000333.SZ,20210728,0.693307601781664,,,1.985,1.985
000333.SZ,20210729,0.5698076627293145,,,1.985,1.985
000333.SZ,20210730,0.6090792916980305,,,1.985,1.985
000333.SZ,20210802,0.7899752235455069,,,1.985,1.985
000333.SZ,20210803,1.3054415877130412,,,1.985,1.985
000333.SZ,20210804,0.6184842150855591,,,1.985,1.985
000333.SZ,20210805,0.6576801878355311,,,1.985,1.985
000333.SZ,20210806,0.5001949862703363,,,1.985,1.985
000333.SZ,20210809,0.7450597330024541,,,1.985,1.985
000333.SZ,20210810,0.4695839681420196,,,1.985,1.985
000333.SZ,20210811,0.4143037786145003,,,1.985,1.985
000333.SZ,20210812,0.4430047822197147,,,1.985,1.985
000333.SZ,20210813,0.43955290277920467,,,1.985,1.985
000333.SZ,20210816,0.9618335580067638,,,1.985,1.985
000333.SZ,20210817,0.6007009600986027,,,1.985,1.985
000333.SZ,20210818,0.47314915451227785,,,1.985,1.985
000333.SZ,20210819,0.4767597739005838,,,1.985,1.985
000333.SZ,20210820,0.43706537251072575,,,1.985,1.985
000333.SZ,20210823,0.35128486069164666,,,1.985,1.985
000333.SZ,20210824,0.5620235794288381,,,1.985,1.985
