trade_date,factor,ic,rank_ic
2020-01-02,factor_size,-0.16182711313947662,-0.2362627197039778
2020-01-03,factor_size,-0.11394329042920011,-0.17557816836262718
2020-01-06,factor_size,-0.22320600253406445,-0.3723095898859081
2020-01-07,factor_size,-0.18030351193706745,-0.3309898242368177
2020-01-08,factor_size,-0.13783738955227326,-0.31754548257785997
2020-01-09,factor_size,-0.07015265368110467,-0.26179463459759483
2020-01-10,factor_size,-0.041247047249347114,-0.11884057971014492
2020-01-13,factor_size,-0.029075336979465984,-0.07406722170829479
2020-01-14,factor_size,-0.07566641272836061,-0.13512180080172678
2020-01-15,factor_size,-0.102668451770446,-0.15386987357385137
2020-01-16,factor_size,-0.08566210207099649,-0.14424915201973482
2020-01-17,factor_size,-0.08426456800443276,-0.08442799876657416
2020-01-20,factor_size,-0.05516328314784674,-0.04520505704594511
2020-01-21,factor_size,-0.023289526779505285,0.04619179771816219
2020-01-22,factor_size,-0.032595195699447715,-0.04693185322232501
2020-01-23,factor_size,-0.07607606469444111,-0.08733193553059718
2020-02-03,factor_size,-0.058321078378512144,-0.016097199981275328
2020-02-04,factor_size,0.09463572478096209,0.099235229003341
2020-02-05,factor_size,0.11442682042394847,0.08628345890346431
2020-02-06,factor_size,0.11277104870726148,0.1161958803246081
2020-02-07,factor_size,0.10774665114887977,0.11422227726176977
2020-02-10,factor_size,0.04480166611119739,0.08973726426343144
2020-02-11,factor_size,0.058688755914156565,0.09201924280483828
2020-02-12,factor_size,0.06931294783482818,0.1382755645901122
2020-02-13,factor_size,0.10426994988685688,0.2319055109500049
2020-02-14,factor_size,0.05292306055690163,0.13821388949439853
2020-02-17,factor_size,0.0997476759734174,0.1998889852080971
2020-02-18,factor_size,0.15430397536683002,0.2513260150333217
2020-02-19,factor_size,0.18095431892355898,0.2692117927902943
2020-02-20,factor_size,0.19664923556506156,0.2921549283957901
2020-02-21,factor_size,0.15543963663595117,0.18033797986685463
2020-02-24,factor_size,0.17895741647275948,0.19335142506244501
2020-02-25,factor_size,0.16175768033568413,0.2073516717894546
2020-02-26,factor_size,0.10030786523475099,0.09645984969622458
2020-02-27,factor_size,0.11828573850991549,0.14000246727009574
2020-02-28,factor_size,0.11242612437829878,0.10922659450896018
2020-03-02,factor_size,0.13234725040954842,0.15449611476281494
2020-03-03,factor_size,0.09740374400968219,0.1379671891115437
2020-03-04,factor_size,0.0282408809098937,0.02633526586974929
2020-03-05,factor_size,0.08343823191610777,0.09084741598627799
2020-03-06,factor_size,0.08390859115885538,0.046996422933838315
2020-03-09,factor_size,0.10648875030913488,0.10737634163754922
2020-03-10,factor_size,0.1463487155508068,0.14142099447151082
2020-03-11,factor_size,0.16180699515573585,0.13876896535582178
2020-03-12,factor_size,0.06661995698506878,0.05260885664378488
2020-03-13,factor_size,0.019349989358689042,-0.03324287658968353
2020-03-16,factor_size,-0.047127236371853495,-0.1085481684561095
2020-03-17,factor_size,-0.10780274651706435,-0.1258788703516588
2020-03-18,factor_size,-0.15272798657488723,-0.2409029238577066
