factor,sample_periods,ic_mean,ic_std,rank_ic_mean,rank_ic_std,ic_win_rate,rank_ic_win_rate,icir,rank_icir,ic_t_stat,ic_p_value,rank_ic_t_stat,rank_ic_p_value,selection_score,selected,weight_equal,weight_ic,dropped_due_to_corr
factor_momentum,930,-0.0138882920522233,0.234593987786457,-0.0249408922994109,0.2220644839615141,0.4608247422680412,0.4432989690721649,-0.0592013980548612,-0.1123137381290267,-1.8053999956892168,0.071335746371509,-3.4251086797997385,0.0006414563441063,0.053019326831667574,True,0.2,0.0,
factor_volatility,930,0.0019594930321973,0.2438829186025377,0.0433972295181508,0.2161104838849181,0.5103092783505154,0.5567010309278351,0.0080345644681691,0.2008103852160197,0.2450212855236139,0.8064940618115013,6.123893700405307,1.3462271352216943e-09,0.09359982582215573,True,0.2,0.3903868044070999,
factor_turnover,931,0.0256367921383359,0.2638218672063616,0.0677674641350078,0.2187857195052935,0.5577319587628866,0.5824742268041238,0.0971746292671139,0.3097435439947358,2.965020721959656,0.0031039150870951,9.450985646810384,2.6392490390910895e-20,0.14520335013369173,True,0.2,0.6096131955929002,
factor_size,950,0.0128525075576178,0.2005103475302323,-0.0014912332462977,0.2091444052554114,0.5061855670103093,0.4628865979381443,0.0640989740226746,-0.0071301608306311,1.9756630652066032,0.0484822998856536,-0.219766316338819,0.826100416014805,0.003273773453955475,True,0.2,0.0,
factor_reversal_5d,945,-0.0076812641423845,0.2254746225546625,-0.0053619215644485,0.203202848606826,0.4731958762886598,0.4556701030927835,-0.0340670894815329,-0.026387039360965,-1.047251365970424,0.2952517197448884,-0.8111600795737416,0.4174782117772664,0.01195868140468975,True,0.2,0.0,
