trade_date,model,top_group_count,overlap_count,turnover
2021-09-22,composite_equal,9,8.0,0.11111111111111116
2021-09-23,composite_equal,9,8.0,0.11111111111111116
2021-09-24,composite_equal,9,8.0,0.11111111111111116
2021-09-27,composite_equal,9,8.0,0.11111111111111116
2021-09-28,composite_equal,9,9.0,0.0
2021-09-29,composite_equal,9,8.0,0.11111111111111116
2021-09-30,composite_equal,9,8.0,0.11111111111111116
2021-10-08,composite_equal,9,8.0,0.11111111111111116
2021-10-11,composite_equal,9,7.0,0.2222222222222222
2021-10-12,composite_equal,9,7.0,0.2222222222222222
2021-10-13,composite_equal,9,8.0,0.11111111111111116
2021-10-14,composite_equal,9,8.0,0.11111111111111116
2021-10-15,composite_equal,9,8.0,0.11111111111111116
2021-10-18,composite_equal,9,8.0,0.11111111111111116
2021-10-19,composite_equal,9,7.0,0.2222222222222222
2021-10-20,composite_equal,9,7.0,0.2222222222222222
2021-10-21,composite_equal,9,7.0,0.2222222222222222
2021-10-22,composite_equal,9,8.0,0.11111111111111116
2021-10-25,composite_equal,9,7.0,0.2222222222222222
2021-10-26,composite_equal,9,7.0,0.2222222222222222
2021-10-27,composite_equal,9,8.0,0.11111111111111116
2021-10-28,composite_equal,9,9.0,0.0
2021-10-29,composite_equal,9,6.0,0.33333333333333337
2021-11-01,composite_equal,9,6.0,0.33333333333333337
2021-11-02,composite_equal,9,8.0,0.11111111111111116
2021-11-03,composite_equal,9,7.0,0.2222222222222222
2021-11-04,composite_equal,9,8.0,0.11111111111111116
2021-11-05,composite_equal,9,7.0,0.2222222222222222
2021-11-08,composite_equal,9,8.0,0.11111111111111116
2021-11-09,composite_equal,9,8.0,0.11111111111111116
2021-11-10,composite_equal,9,8.0,0.11111111111111116
2021-11-11,composite_equal,9,7.0,0.2222222222222222
2021-11-12,composite_equal,9,5.0,0.4444444444444444
2021-11-15,composite_equal,9,7.0,0.2222222222222222
2021-11-16,composite_equal,9,8.0,0.11111111111111116
2021-11-17,composite_equal,9,8.0,0.11111111111111116
2021-11-18,composite_equal,9,7.0,0.2222222222222222
2021-11-19,composite_equal,9,7.0,0.2222222222222222
2021-11-22,composite_equal,9,8.0,0.11111111111111116
2021-11-23,composite_equal,9,7.0,0.2222222222222222
2021-11-24,composite_equal,9,7.0,0.2222222222222222
2021-11-25,composite_equal,9,6.0,0.33333333333333337
2021-11-26,composite_equal,9,8.0,0.11111111111111116
2021-11-29,composite_equal,9,9.0,0.0
2021-11-30,composite_equal,9,6.0,0.33333333333333337
2021-12-01,composite_equal,9,7.0,0.2222222222222222
2021-12-02,composite_equal,9,8.0,0.11111111111111116
2021-12-03,composite_equal,9,8.0,0.11111111111111116
2021-12-06,composite_equal,9,9.0,0.0
2021-12-07,composite_equal,9,8.0,0.11111111111111116
2021-12-08,composite_equal,9,8.0,0.11111111111111116
2021-12-09,composite_equal,9,8.0,0.11111111111111116
2021-12-10,composite_equal,9,8.0,0.11111111111111116
2021-12-13,composite_equal,9,9.0,0.0
2021-12-14,composite_equal,9,7.0,0.2222222222222222
2021-12-15,composite_equal,9,7.0,0.2222222222222222
2021-12-16,composite_equal,9,7.0,0.2222222222222222
2021-12-17,composite_equal,9,8.0,0.11111111111111116
2021-12-20,composite_equal,9,7.0,0.2222222222222222
2021-12-21,composite_equal,9,7.0,0.2222222222222222
2021-12-22,composite_equal,9,8.0,0.11111111111111116
2021-12-23,composite_equal,9,8.0,0.11111111111111116
2021-12-24,composite_equal,9,8.0,0.11111111111111116
2021-12-27,composite_equal,9,8.0,0.11111111111111116
2021-12-28,composite_equal,9,8.0,0.11111111111111116
2021-12-29,composite_equal,9,8.0,0.11111111111111116
2021-12-30,composite_equal,9,9.0,0.0
2021-12-31,composite_equal,9,8.0,0.11111111111111116
2022-01-04,composite_equal,9,7.0,0.2222222222222222
2022-01-05,composite_equal,9,7.0,0.2222222222222222
2022-01-06,composite_equal,9,8.0,0.11111111111111116
2022-01-07,composite_equal,9,8.0,0.11111111111111116
2022-01-10,composite_equal,9,7.0,0.2222222222222222
2022-01-11,composite_equal,9,8.0,0.11111111111111116
2022-01-12,composite_equal,9,8.0,0.11111111111111116
2022-01-13,composite_equal,9,7.0,0.2222222222222222
2022-01-14,composite_equal,9,7.0,0.2222222222222222
2022-01-17,composite_equal,9,8.0,0.11111111111111116
2022-01-18,composite_equal,9,7.0,0.2222222222222222
2022-01-19,composite_equal,9,8.0,0.11111111111111116
2022-01-20,composite_equal,9,8.0,0.11111111111111116
2022-01-21,composite_equal,9,9.0,0.0
2022-01-24,composite_equal,9,9.0,0.0
2022-01-25,composite_equal,9,9.0,0.0
2022-01-26,composite_equal,9,8.0,0.11111111111111116
2022-01-27,composite_equal,9,9.0,0.0
2022-01-28,composite_equal,9,8.0,0.11111111111111116
2022-02-07,composite_equal,9,8.0,0.11111111111111116
2022-02-08,composite_equal,9,8.0,0.11111111111111116
2022-02-09,composite_equal,9,8.0,0.11111111111111116
2022-02-10,composite_equal,9,7.0,0.2222222222222222
2022-02-11,composite_equal,9,9.0,0.0
2022-02-14,composite_equal,9,9.0,0.0
