trade_date,group,period_return,factor
2020-01-02,1.0,-0.032456651937685065,composite_rolling_ic_weight_size_neutral
2020-01-02,2.0,-0.10628887435844937,composite_rolling_ic_weight_size_neutral
2020-01-02,3.0,-0.03265015712419598,composite_rolling_ic_weight_size_neutral
2020-01-02,4.0,-0.07722245635795139,composite_rolling_ic_weight_size_neutral
2020-01-02,5.0,-0.15479743226604306,composite_rolling_ic_weight_size_neutral
2020-01-03,1.0,-0.03596288109323314,composite_rolling_ic_weight_size_neutral
2020-01-03,2.0,-0.09878424601195541,composite_rolling_ic_weight_size_neutral
2020-01-03,3.0,-0.007007244458715157,composite_rolling_ic_weight_size_neutral
2020-01-03,4.0,-0.0570605603745566,composite_rolling_ic_weight_size_neutral
2020-01-03,5.0,-0.13701725231171893,composite_rolling_ic_weight_size_neutral
2020-01-06,1.0,-0.006868727560861087,composite_rolling_ic_weight_size_neutral
2020-01-06,2.0,-0.08584662511420244,composite_rolling_ic_weight_size_neutral
2020-01-06,3.0,0.00797980685636355,composite_rolling_ic_weight_size_neutral
2020-01-06,4.0,-0.06790718655030889,composite_rolling_ic_weight_size_neutral
2020-01-06,5.0,-0.12711555400462615,composite_rolling_ic_weight_size_neutral
2020-01-07,1.0,-0.011433146842137329,composite_rolling_ic_weight_size_neutral
2020-01-07,2.0,-0.09375008861412863,composite_rolling_ic_weight_size_neutral
2020-01-07,3.0,0.008236866476176394,composite_rolling_ic_weight_size_neutral
2020-01-07,4.0,-0.06449922068079818,composite_rolling_ic_weight_size_neutral
2020-01-07,5.0,-0.12617566684275108,composite_rolling_ic_weight_size_neutral
2020-01-08,1.0,-0.0168228157697084,composite_rolling_ic_weight_size_neutral
2020-01-08,2.0,-0.08371058568820401,composite_rolling_ic_weight_size_neutral
2020-01-08,3.0,0.031095181624440686,composite_rolling_ic_weight_size_neutral
2020-01-08,4.0,-0.06676647695829706,composite_rolling_ic_weight_size_neutral
2020-01-08,5.0,-0.11462958056630611,composite_rolling_ic_weight_size_neutral
2020-01-09,1.0,-0.022144761759602748,composite_rolling_ic_weight_size_neutral
2020-01-09,2.0,-0.08288705792557947,composite_rolling_ic_weight_size_neutral
2020-01-09,3.0,-0.04400861837224643,composite_rolling_ic_weight_size_neutral
2020-01-09,4.0,-0.10451400065624553,composite_rolling_ic_weight_size_neutral
2020-01-09,5.0,-0.01832013971487874,composite_rolling_ic_weight_size_neutral
2020-01-10,1.0,-0.047098204553680814,composite_rolling_ic_weight_size_neutral
2020-01-10,2.0,-0.04619989752207546,composite_rolling_ic_weight_size_neutral
2020-01-10,3.0,0.012457074444620088,composite_rolling_ic_weight_size_neutral
2020-01-10,4.0,-0.06172089695040639,composite_rolling_ic_weight_size_neutral
2020-01-10,5.0,-0.017197443985853208,composite_rolling_ic_weight_size_neutral
2020-01-13,1.0,0.010238278377309337,composite_rolling_ic_weight_size_neutral
2020-01-13,2.0,-0.04874519105565817,composite_rolling_ic_weight_size_neutral
2020-01-13,3.0,-0.050884150738295456,composite_rolling_ic_weight_size_neutral
2020-01-13,4.0,-0.050029243434269066,composite_rolling_ic_weight_size_neutral
2020-01-13,5.0,-0.07744245718425449,composite_rolling_ic_weight_size_neutral
2020-01-14,1.0,0.03927615177468495,composite_rolling_ic_weight_size_neutral
2020-01-14,2.0,-0.0801936368072018,composite_rolling_ic_weight_size_neutral
2020-01-14,3.0,-0.057826980503986616,composite_rolling_ic_weight_size_neutral
2020-01-14,4.0,-0.07875712113820564,composite_rolling_ic_weight_size_neutral
2020-01-14,5.0,-0.02988812437402447,composite_rolling_ic_weight_size_neutral
2020-01-15,1.0,0.011628526480687889,composite_rolling_ic_weight_size_neutral
2020-01-15,2.0,0.0007255872737402185,composite_rolling_ic_weight_size_neutral
2020-01-15,3.0,-0.0310394338468052,composite_rolling_ic_weight_size_neutral
